no,co_id,shop_id,name,zip,address,bilding,lat,lng,phone,fax,url,servicetime,holiday,op_1,op_2,op_3,op_4,op_5,op_6,op_7,op_8,op_9,op_10,op_11,op_12,op_13
,co101157,ofid0001,金沢フォーラス,920-0849,石川県金沢市堀川新町3番1号,,36.5792282,136.6496904,076-265-8111,076-265-8112,http://www.forus.co.jp/kanazawa/,10:00～21:00　6FダイニングリゾートKUUGO11:00～23:00（一部ショップは異なる,年中無休,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co111269,ofid0001,金沢市キゴ山天体観測センター,920-1141,石川県金沢市平等本町カ13-1,,36.517922, 136.7429474,076-229-1141,,http://www4.city.kanazawa.lg.jp/39059/index.html,8：30～17：15（宿泊団体がある場合は、この限りではありません）,月曜日（月曜が休日の場合は翌火曜）、年末年始（12/29～1,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co110150,ofid0001,金沢市元町福祉保健センター,920-0842,石川県金沢市元町1丁目12-12,,36.5816533, 136.666962,076-251-2258,,,,,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,,,,,,,,
,co110034,ofid0001,金沢市役所本庁舎,920-0962,石川県金沢市広坂1－1－1,,36.5610505, 136.6566328,076-220-2091,,http://www4.city.kanazawa.lg.jp/,9：00～17：45,土・日・祝日・年末年始,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co110040,ofid0001,金沢市教育プラザ富樫,921-8171,石川県金沢市富樫3－10－1,,36.5381112, 136.6422291,076-243-1054,,http://www.togashi.ed.jp/,9：00～17：00,年末年始,授乳スペース,オムツ替えスペース,電子レンジ,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110149,ofid0001,金沢市泉野福祉健康センター,921-8034,石川県金沢市泉野町6丁目15-5,,36.5435468, 136.6494838,076-242-1131,,,10：00～16：00,土・日・祝日,授乳スペース,オムツ替えスペース,,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110036,ofid0001,金沢市立城北児童会館,920-0811,石川県金沢市小坂町西8－11,,36.58974,136.671917,076-251-0444,,http://www.kanazawa-kosodate.net/spot/jido_johoku.htm,9：30～16：30,月曜・祝日（こどもの日を除く）,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co110035,ofid0001,金沢市立泉野図書館,921-8034,石川県金沢市泉野町4－22－22,,36.544169, 136.6492395,076-280-2345,,http://www.lib.kanazawa.ishikawa.jp/,10：00～19：00（17：00）,火,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co110039,ofid0001,金沢市立玉川こども図書館,920-0863,石川県金沢市玉川町2－2,,36.5699854, 136.6507524,076-262-0415,076-262-0424,http://www.lib.kanazawa.ishikawa.jp/kodomo/,10：00～17：00,月,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co110038,ofid0001,金沢市近江町交流プラザ・ちびっこ広場,920-0907,石川県金沢市青草町88,近江町交流プラザ３階,36.5714242, 136.6559353,076-260-6724,,http://www4.city.kanazawa.lg.jp/22045/oumicho.html,10：00～18：00,水・年末年始,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,子ども用トイレ・ベビーキーパー,,,,,,,
,co110151,ofid0001,金沢市駅西福祉健康センター,920-0024,石川県金沢市西念3丁目4-25,,36.5898934, 136.6353805,076-234-5103,,,8：30～17：00,土・日・祝日,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
,co110053,ofid0001,金沢駅こどもらんど,920-0858,石川県金沢市木ノ新保町1-1,ＪＲ金沢駅あじわい館内,36.5784523,136.6481298,076-260-4150,,http://www.kanazawa-kosodate.net/spot/hiroba.htm,10：00～16：00,月・年末年始,授乳スペース,オムツ替えスペース,電子レンジ,,,,,,,,,,
,co424872,ofid0001,雑貨＆カフェ　momo,920-0997,石川県金沢市竪町38番地,松浦ビル1F,36.5594645,136.6544136,076-261-0660,076-261-0660,http://momo66.com,11:00～18：00,水曜日、その他,授乳スペース,オムツ替えスペース,,おむつ又はおしりふきシートの設置(販売),粉ミルク用のお湯提供可,,,,,,,,
,co100609,ofid0001,（有）くろかわ,927-0553,石川県鳳珠郡能登町小木13-27,,37.2989381, 137.2304255,0768-74-0356,0768-74-1359,,8:30～19:00,毎週日曜日とお正月,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co101391,ofid0001,Ｂ－ｅｃｏｄ,924-0882,石川県白山市八ツ矢町579-3,,36.5259839, 136.5719880,076-274-2528,,,10:00～19:00,毎週月曜、第１火曜、第３日曜,授乳スペース,オムツ替えスペース,電子レンジ,,粉ミルク用のお湯提供可,,,,,,,,
,co110010,ofid0001,ＫＯＨＲＩＮＢＯ　109,920-0961,石川県金沢市香林坊2-1-1,,36.5623277,136.6532186,076-220-5001,,http://www.kohrinbo109.com/,10：00～21：00,1月1日、2・8月第1水曜日,授乳スペース,オムツ替えスペース,,,,子ども用トイレ・ベビーキーパー,,,,,,,
