店舗・事業所情報一覧,,20141205_153955 ,,,,,,,,,,,
企業ID,店舗ID,店舗・施設名,郵便,住所１２３,住所４,緯度,経度,電話,FAX,URL,営業・利用可能時間,定休日,プレパス特典（協賛店のみ）
co100845,ofid0032,金沢信用金庫　問屋町支店,920-0061,石川県金沢市問屋町2丁目14番地,,36.6052469,136.6435684,076-237-1166,076-237-1294,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0009,金沢信用金庫　城南支店,920-0968,石川県金沢市幸町3番35号,,36.5550401,136.6588329,076-263-6541,076-263-6543,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0014,金沢信用金庫　大徳支店,920-0347,石川県金沢市松村町ヌ49番地,,36.5899653,136.6156458,076-268-6181,076-268-6183,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0040,金沢信用金庫　大聖寺支店,922-0033,石川県加賀市大聖寺法華坊町68番地の2,,36.3062099,136.313666,0761-72-1271,0761-72-1071,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,住宅ローン0.2％金利引下げ（固定金利特約期間に限ります）リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0013,金沢信用金庫　宇ノ気支店,929-1125,石川県かほく市宇野気ト115番の29,,36.7186818,136.7016995,076-283-2156,076-283-2224,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0035,金沢信用金庫　安原支店,920-0381,石川県金沢市中屋2丁目141番地,,36.5638489,136.5843531,076-240-0611,076-240-6491,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0036,金沢信用金庫　寺井支店,923-1124,石川県能美市三道山町オ94番地,,36.4450668,136.5053046,0761-58-6161,0761-58-6160,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0010,金沢信用金庫　寺町支店,921-8033,石川県金沢市寺町1丁目14番16号,,36.5463245,136.6588137,076-241-7331,076-241-7333,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0037,金沢信用金庫　小松中央支店,923-0851,石川県小松市北浅井町乙71番地1,,36.3908493,136.452307,0761-23-7711,0761-23-7701,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0008,金沢信用金庫　小立野支店,920-0942,石川県金沢市小立野3丁目27番13号,,36.5478937,136.6782875,076-262-3321,076-262-3359,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0038,金沢信用金庫　山中支店,922-0115,石川県加賀市山中温泉本町2丁目ソ21番地,,36.2470605,136.3743564,0761-78-5544,0761-78-1700,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0039,金沢信用金庫　山代中央支店,922-0242,石川県加賀市山代温泉温泉通10番地,,36.2904299,136.3624089,0761-76-1222,0761-76-1270,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0012,金沢信用金庫　御影橋出張所,920-0867,石川県金沢市長土塀2丁目1番30号,,36.5661856,136.6446528,076-262-1421,076-262-1423,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0028,金沢信用金庫　有松支店,921-8161,石川県金沢市有松5丁目1番1号,,36.5398886,136.6391682,076-241-5566,076-243-5914,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0001,金沢信用金庫　本店営業部,920-0919,石川県金沢市南町1番1号,,36.5648694,136.6539996,076-231-4261,076-231-7977,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0025,金沢信用金庫　松任南支店,924-0804,石川県白山市徳丸町641番地3,,36.5158853,136.5745991,076-276-6111,076-276-6199,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0019,金沢信用金庫　森本支店,920-3124,石川県金沢市荒屋1丁目14番地2,,36.6147158,136.6841981,076-258-5971,076-258-5979,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0011,金沢信用金庫　武蔵支店,920-0855,石川県金沢市武蔵町15番1号,,36.572674,136.6549909,076-221-4191,076-221-4193,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0031,金沢信用金庫　津幡支店,929-0300,石川県河北郡津幡町字加賀爪ハ70番地,,36.6698294,136.7320161,076-288-5711,076-288-5609,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0006,金沢信用金庫　浅野川支店,920-0831,石川県金沢市東山1丁目3番16号,,36.5740544,136.6661623,076-252-5271,076-252-5390,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0005,金沢信用金庫　片町出張所,920-0981,石川県金沢市片町1丁目5番22号,,36.5598922,136.6527081,076-263-1481,076-263-1484,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0020,金沢信用金庫　米丸支店,921-8005,石川県金沢市間明町1丁目353番地,,36.5668377,136.6210321,076-291-5111,076-291-5113,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0016,金沢信用金庫　粟崎支店,920-0200,石川県河北郡内灘町字向陽台1丁目141番地,,36.6370158,136.6347718,076-238-3431,076-238-3433,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0017,金沢信用金庫　西金沢支店,921-8054,石川県金沢市西金沢3丁目545番地,,36.5525422,136.6140782,076-249-3455,076-249-3497,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0027,金沢信用金庫　野々市支店,921-8815,石川県野々市市本町6丁目25番10号,,36.5331723,136.6103015,076-248-4151,076-248-7665,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0004,金沢信用金庫　野町支店,921-8025,石川県金沢市増泉1丁目18番1号,,36.5586699,136.6438921,076-241-7311,076-241-7313,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0003,金沢信用金庫　金石支店,920-0337,石川県金沢市金石西3丁目3番9号,,36.6027269,136.5929585,076-267-1166,076-267-1168,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0026,金沢信用金庫　鈴見橋支店,920-0923,石川県金沢市桜町24番44号,,36.5611255,136.6763538,076-232-1321,076-232-1909,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0018,金沢信用金庫　額支店,921-8154,石川県金沢市高尾南3丁目106番地,,36.5180409,136.6265806,076-298-2511,076-298-2534,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0007,金沢信用金庫　駅前出張所,920-0847,石川県金沢市堀川町25番28号,,36.5798923,136.6520075,076-263-1581,076-263-1584,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100845,ofid0021,金沢信用金庫　駅西支店,920-0025,石川県金沢市駅西本町1丁目14番33号,,36.580717,136.6425081,076-221-7511,076-221-3794,http://www.shinkin.co.jp/kanazawa/,9:00〜15:00,土、日、祝日,リフォームプラン・教育ローン0.2％金利引下げ
co100304,ofid0001,金沢写真院,921-8112,石川県金沢市長坂３丁目２番40号,,36.5365784,136.6546336,076-243-0088,076-243-0081,http://www.kanazawa-ps.com,10：00〜19：00,毎週月曜日,お気に入りのポーズ１枚焼き増し（六切判、台紙付）を進呈
co100082,ofid0001,金沢勤労者プラザ,920-0022,石川県金沢市北安江3丁目2番20号,,36.583175,136.6465327,076-221-7771,076-221-7991,http://www.kinpura.com,月〜土9:00〜21:00（日・祝は17:00）,毎月第1火曜日・年末年始（12月29日〜1月3日）,体育館個人利用無料
co101374,ofid0001,金沢家政婦紹介所,921-8161,石川県金沢市有松３−７−２６,,36.5392776,136.6403265,0120-748-666,076-241-5619,http://www.medical-brain.co.jp/kaseifu/,8:00〜21:00,年中無休,初回に限り、１時間無料＜依頼内容＞●家事サービス●介護サービス（介護保険外）●ペットサービス（基本犬・猫）
co100843,ofid0002,金沢市企業局　南部ショールーム,921-8155,石川県金沢市高尾台2丁目30番地,,36.5240431,136.6307885,076-296-3146,076-296-3149,http://www2.city.kanazawa.ishikawa.jp/,平日9:00〜17:45　土曜・日曜・祝日10:00〜17:45,年末年始,都市ガス機器を通常販売価格の5％引き。販売・取付は、金沢市企業局ガスサービスショップが行います。（金沢市企業局のガスをお使いのお客様に限らせていただきます。）
co100843,ofid0001,金沢市企業局　広岡庁舎ショールーム,920-0031,石川県金沢市広岡3丁目3番30号,,36.5816974,136.6443024,0120-888-240,076-220-2694,http://www2.city.kanazawa.ishikawa.jp/,9:00〜17:45,年始,都市ガス機器を通常販売価格の5％引き。販売・取付は、金沢市企業局ガスサービスショップが行います。（金沢市企業局のガスをお使いのお客様に限らせていただきます。）
co101509,ofid0001,金沢市設備メンテナンス協同組合,921-8043,石川県金沢市西泉5丁目93番地,石川県環境検査センタービル3Ｆ,36.551961,136.628779,076-280-3103,076-280-3103,http://kanazawa-maintenance.jimdo.com/,修理受付は24時間対応,事務所の休日、土、日、祝、年末年始、夏季,水まわりトラブルでの修理受付でプレパスの提示により代金の５％引きです。必ずご提示ください。
co100266,ofid0001,金沢白鳥路ホテル　加賀料理　まほろば,920-0937,石川県金沢市丸の内6-3,,36.5677691,136.6620545,076-222-1212,076-222-1120,http://www.hakuchoro.com/,AM11:30 〜PM2:00　※ラストオーダーPM2:00  　AM5:30 〜PM9:00　※ラ,無休,料理代金１０％引き
co100266,ofid0002,金沢白鳥路ホテル　欧風料理　ポルソ,920-0937,石川県金沢市丸の内6-3,,36.5677691,136.6620545,076-222-1212,076-222-1120,http://www.hakuchoro.com/,AM11:30 〜PM2:00　※ラストオーダーPM2:00  　AM5:30 〜PM9:00　※ラ,無休,料理代金１０％引き
co100773,ofid0001,金沢石亭,920-0962,石川県金沢市広坂1-9-23,,36.5613449,136.6556662,076-231-2208,076-231-2053,http://www.asadaya.co.jp/sekitei/,（昼）11:30〜14:30　（夜）17:00〜22:00（20:00L.O) ,年末年始,小計より５％の割引
co101066,ofid0001,金沢都ホテル　レストラン　ベルビュー,920-0852,石川県金沢市此花町6-10,,36.5772149,136.6521159,076-261-2111,076-261-2113,http://www.miyakohotels.ne.jp/kanazawa/,11:30〜14：00,年中無休,お食事代10%引き
co101066,ofid0002,金沢都ホテル　日本料理 杜若 ―かきつばた― ,920-0852,石川県金沢市此花町6-10,,36.5772149,136.6521159,076-261-2111,076-261-2113,http://www.miyakohotels.ne.jp/kanazawa/,営業時間  ランチ11：30〜14：00（ラストオーダー）　夕食17：00〜21：00（ラストオーダ,年中無休,お食事代10%引き
co100841,ofid0001,金沢ＩＳＥ,920-0806,石川県金沢市神宮寺２丁目３０番６号,,36.5892301,136.669306,076-251-0506,076-251-0506,http://www.nsknet.or.jp/ise/index.html,10:00〜22:00,毎週日曜日,入塾金を半額にさせていただきます（在籍お二人目からは入塾金不要です）　常設コースの月額受講費から約5％を割引きいたします
co101212,ofid0002,金澤文苑堂　TSUTAYA金沢店,920-0024,石川県金沢市西念4丁目25-8,,36.5900989,136.6316279,076-260-9602,076-260-9601,http://www.tsutaya.co.jp,0：00〜24：00（24時間営業）,年中無休,文具＆お菓子全品１０％ＯＦＦ！！　レンタルＤＶＤ（旧作）１５０円！！
co101212,ofid0003,金澤文苑堂　TSUTAYA金沢有松店,921-8161,石川県金沢市有松3-3-38,,36.5411329,136.6397376,076-226-8999,076-226-8998,,0:00〜24:00（２４時間営業）,年中無休,文具＆お菓子全品１０％ＯＦＦ！！　レンタルＤＶＤ（旧作）１５０円！！
co101212,ofid0005,金澤文苑堂　入江店,921-8015,石川県金沢市東力4丁目236番地,,36.5654379,136.6227432,076-292-0087,076-292-0068,http://www.love-emo.jp,10:00〜24:00,年中無休,文具＆お菓子全品１０％ＯＦＦ！！　レンタルＤＶＤ（旧作）１５０円！！
co101212,ofid0001,金澤文苑堂　示野店,920-0059,石川県金沢市示野町80街区1,,36.5810581,136.6156433,076-267-7007,076-267-7031,http://www.bunendo.com/,10:00〜24:00,年中無休,文具＆お菓子全品１０％ＯＦＦ！！　レンタルＤＶＤ（旧作）１５０円！！
co101212,ofid0006,金澤文苑堂　羽咋店,925-0026,石川県羽咋市石野町ホ90,,36.8952737,136.7965914,0767-22-8288,0767-22-8287,http://www.love-emo.jp/,10:00〜22:00,年中無休,文具＆お菓子全品１０％ＯＦＦ！！　
co101212,ofid0004,金澤文苑堂　鳴和店,920-0805,石川県金沢市小金町7-12,,36.5842364,136.6725725,076-253-2002,076-253-5120,,10:00〜26:00,年中無休,文具＆お菓子全品１０％ＯＦＦ！！（セール品は対象外とさせていただきます）　
co100766,ofid0001,金澤玉寿司　大和香林坊店（B1F）,920-0961,石川県金沢市香林坊1-1-1,,36.5627586,136.6540052,076-220-1346,076-220-1346,http://www.kanazawa-tamazushi.com/,10:00〜19:00,水曜日（大和香林坊店にあわす）,お子様にドリンク１杯サービス
co101189,ofid0001,鈴木レディスホスピタル,921-8033,石川県金沢市寺町２丁目８番３６号,,36.5486742,136.656386,076-242-3155,076-245-1881,http://www.suzukilh.com,,休診日：日曜・祝日,インフルエンザ予防接種　お子様３人で来られたら、３人目のお子様は無料
co100363,ofid0005,鍋うどん・そば　めん房本陣　大桑店,921-8045,石川県金沢市大桑3丁目14,,36.5377922,136.6752073,076-241-3733,076-241-3733,http://www.menbo-honjin.com/,11時〜24時（オーダーストップ23時）,無休,お支払い金額から５％引き致します
co100363,ofid0004,鍋うどん・そば　めん房本陣　小松店,923-0831,石川県小松市打越町い207番地,,36.4008772,136.4778828,0761-24-5463,0761-24-5463,http://www.menbo-honjin.com/,11：00〜22：00（オーダーストップ21：20）,無休,お支払い金額から５％引き致します
co100363,ofid0002,鍋うどん・そば　めん房本陣　東力店,921-8016,石川県金沢市東力町ニ185,,36.5633214,136.6202991,076-291-7353,076-291-7353,http://www.menbo-honjin.com/,11時〜24時（オーダーストップ23時）,無休,お支払い金額から５％引き致します
co100363,ofid0007,鍋うどん・そば　めん房本陣　野々市店,921-8823,石川県野々市市粟田5丁目426,,36.515305,136.6094405,076-248-3522,076-248-3522,http://www.menbo-honjin.com/,11時〜24時（オーダーストップ23時）,無休,ご飲食価格からの5%割引
co100363,ofid0003,鍋うどん・そば　めん房本陣　鞍月店,920-8204,石川県金沢市戸水1丁目413,,36.6033193,136.6198227,076-239-3911,076-239-3911,http://www.menbo-honjin.com/,11時〜24時（オーダーストップ23時）,無休,お支払い金額から５％引き致します
co101221,ofid0001,門前薬局,927-2156,石川県輪島市門前町門前1994,,37.2893305,136.7685596,0768-42-0077,0768-42-0967,,8:30〜19:30,毎週日曜日,お買上げの方に皮フのお話しと、皮フにやさしい化粧水のサンプルを差し上げます。
co424872,ofid0001,雑貨＆カフェ　momo,920-0997,石川県金沢市竪町38番地,松浦ビル1F,36.5594645,136.6544136,076-261-0660,076-261-0660,http://momo66.com,11:00〜18：00,水曜日、その他,2000円以上お買い上げの方、合計金額より5％OFF＋タテマチパーキングの駐車サービス券1時間分進呈
co100102,ofid0005,電化プラザ　イシダ,924-0025,石川県白山市蕪城２丁目３−６,,36.531727,136.5523531,076-275-5361,076-275-5138,http://www.denkiyacom.net,8:30〜19:30,日曜日,全商品５％引き（パスポートの提示をお願いします。一部例外あり）　デジタル商品・オール電化商品については特別優遇あり
co100415,ofid0016,靴　グリーンボックス,920-1167,石川県金沢市もりの里1丁目70番地,,36.5516427,136.6899806,076-234-8748,,,9:00〜23:00,年中無休,イオンサービスカウンターでお渡しするスタンプカードに、各店お買上げ毎にスタンプを捺印。スタンプ12個貯まるとトップバリュ商品をプレゼント
co100383,ofid0001,靴・カバン・化粧品・手芸　かわさき,925-0447,石川県羽咋郡志賀町富来領家町甲26  ,増穂浦ショッピングモールアスク,37.1421552,136.7248852,0767-42-0112,0767-42-0112,,10：00〜19：30（日曜日9:00〜19:30）,毎月１回（水）,プレミアム・パスポート持参のお客様にポイント５倍進呈（学校指定品、割引期間は除きます）　
co100056,ofid0001,靴・バック　タナカ　　アピタ店,924-0817,石川県白山市幸明町２８０番地,アピタ松任店内　ＴＩＯ２Ｆ,36.5158324,136.5769295,076-274-6705,076-274-6705,,10:00〜20:00,アピタ松任店の定休日に準じる,全商品５％引き　　＊一部除外品有り
co100415,ofid0019,鞄　モルトピウ,920-1167,石川県金沢市もりの里1丁目70番地,,36.5516427,136.6899806,076-234-8850,,,10:00〜21:00,年中無休,イオンサービスカウンターでお渡しするスタンプカードに、各店お買上げ毎にスタンプを捺印。スタンプ12個貯まるとトップバリュ商品をプレゼント
co100817,ofid0005,風の街　小松店,923-0301,石川県小松市矢崎町ナ182,,36.3696898,136.4346071,0761-44-2446,0761-44-4726,http://www.kazenomachi.com/,11:00〜24:00（ラストオーダー 23:30）,無休,全商品5％引き
co100817,ofid0002,風の街　御経塚店,921-8801,石川県野々市市御経塚2丁目276,,36.546906,136.595807,076-246-7638,076-246-7639,http://www.kazenomachi.com/,11:30〜24:00（ラストオーダー 23:30）,無休,全商品5％引き
co100817,ofid0003,風の街　松任店,924-0815,石川県白山市三浦町468-3,,36.5144438,136.5737103,076-275-0466,076-275-0361,http://www.kazenomachi.com/,11:00〜24:00（ラストオーダー 23:30）,無休,全商品5％引き
co100817,ofid0001,風の街　津幡店,929-0345,石川県河北郡津幡町字太田ち29-1,,36.6520758,136.7262733,076-288-2522,076-288-2523,http://www.kazenomachi.com/,11:30〜22:30（ラストオーダー 22:00）,無休,全商品5％引き
co100817,ofid0004,風の街　辰口店,923-1245,石川県能美市辰口町573-4,,36.4412024,136.5454816,0761-51-7687,,http://www.kazenomachi.com/,11:00〜23:00（ラストオーダー 22:30）,無休,全商品5％引き
co101068,ofid0001,食品ストアー　きのした,926-0015,石川県七尾市矢田新町ハ34,,37.0473215,136.9769139,0767-53-1151,0767-53-1169,,8:00〜19:00,日曜日,七尾スタンプ２倍
co100047,ofid0001,食文化　新鮮館　鹿西店,929-1604,石川県鹿島郡中能登町能登部下72の1,,36.957356,136.8629316,0767-72-3910,0767-72-3912,,9:00〜21:00,１月１日〜１月２日,ポイントカード　→　通常ポイント（100円(税別)：１ポイント）にもう１ポイントサービス
co101477,ofid0001,食楽庵かほく　さんまる,929-1177,石川県かほく市白尾ニ10-18,,36.7227895,136.6969222,076-255-3130,,,17時〜24時（日、または連休最終日23時）,月曜日（祝日の場合、翌日）,ポテトフライ１皿を無料サービス。（他のサービス、割引券との併用不可）
co101457,ofid0001,餃子のあひる,921-8822,石川県野々市市矢作3-128-3,,36.5246261,136.6139845,076-246-0660,076-246-0660,,11:00〜14:00　16:30〜22:00,水曜日,店内でお食事をされたご家族に、一家族につき焼き餃子１人前（餃子６個）を進呈。
co100795,ofid0009,高尾コメヤ薬局,921-8154,石川県金沢市高尾南3丁目17番地,,36.5194102,136.6284749,076-296-9900,076-296-9902,http://www.komeya-drug.com/,9:00〜19:00　（土18:00まで）,日、祝日,18歳未満のお子様3人以上の世帯の方が1000円お買い上げごとに、コメヤポイントを10ポイント進呈
co100834,ofid0001,高松ショッピングプラザ　アイ,929-1215,石川県かほく市高松ム60番地10,,36.7714308,136.7263702,076-282-5366,076-282-5560,,10:00〜20:00,不定（元日含む年間2日間）,お買上げでアイカードポイントサービス（その他各種特典あり）
co100585,ofid0001,高校受験　Inter☆act Jr.,921-8033,石川県金沢市寺町４−１９−２６,,36.5507307,136.6506421,0120-43-5200,076-244-2711,http://iaj.blmg.jp,9:00〜22:30,なし（年に10日ほど休館）,学費（月謝制）の10％を割引かせていただきます。（他の割引との併用はできません）
co100267,ofid0001,高校生専門塾　志向館,921-8033,石川県金沢市寺町４−１９−７,,36.5507266,136.6507947,0120-67-4500,076-247-2324,http://shikokan.blmg.jp,9:00〜22:30,なし（年に10日ほど休館）,学費（月謝制）の10％を割引かせていただきます（＊高卒生を除く＊他の割引との併用はできません）
co101446,ofid0001,高澤ろうそく店,926-0806,石川県七尾市一本杉町11,,37.0463849,136.9639818,0767-53-0406,0767-53-8174,http://takazawa.jp,9:00〜19:00,第３火曜,お買上げの方、パスポート提示で「菜の花ろうそく」２本プレゼント
co100852,ofid0001,高瀬写真館,925-0141,石川県羽咋郡志賀町高浜町オ-174-1,,37.0040147,136.7715524,0767-32-3464,0767-32-3464,,8:00〜19:30,年始　他不定休（要予約）,百日記念、七五三、入園・入学等お子様の記念撮影10％引き
co100853,ofid0001,高田寫真舘,928-0001,石川県輪島市河井町24−1−1,,37.3923511,136.9004899,0768-22-2732,0768-22-2732,,9：00〜20：00,特になし,スタジオ写真5％割引き
co100850,ofid0001,高間時計店,922-0256,石川県加賀市山代温泉万松園通8番地,,36.2885884,136.3608868,0761-76-1036,0761-76-1036,http://takamatokei.com,8:00〜20:00,第一日曜、第三水曜、年始,全商品10％引き、メガネ20％引き（カード支払い・セール品の場合はご相談下さい）
co101038,ofid0001,髪切処　マツバラ,920-0901,石川県金沢市彦三町2-4-8,,36.574321,136.6576102,076-261-7370,,,8:30〜19:00,毎週月曜日、第1月曜日・火曜日、第3日曜日・月曜日,全メニュー300円引き
co100279,ofid0003,魚匠庵,920-0027,石川県金沢市駅西新町3-13-17,,36.5934735,136.6355498,076-231-1144,076-231-1145,http://www.maimon-susi.com/gyosyoan/,11:30〜15:00（L.O 14:30）　17:30〜22:30（L.O 22:00）,,お食事代金から、１０％OFF!!お会計時に、プレミアム・パスポートをご提示ください。クレジットカードご利用時は特典を受けられません。他のクーポン券との併用はできません。
co100832,ofid0001,魚料理・民宿　やまじゅう,929-1174,石川県かほく市浜北ハ20-1,,36.7306274,136.6987328,076-283-3455,076-283-3448,http://yama-10.com,11:30〜21:30,基本的に第1月曜日　お盆あけ2日間、正月12月30日〜1月4,宿泊の家族には3人目のお子様の夕食代より1000円引き　食事の家族には3人目のお子様の食事料金より500円引き
co101293,ofid0001,魚河岸浜揚げ安治,926-0041,石川県七尾市府中町員外13-1,能登食祭市場１Ｆ能登生鮮市場内,37.0490313,136.9689445,0767-52-3246,,,8:30〜18:00,毎週火曜日（祝日の場合は営業）、１月1日、７月〜１１月は無休,１０００円以上お買い上げでレジにて５％引き
co100944,ofid0001,鳥居醤油店,926-0806,石川県七尾市一本杉町29,,37.046944,136.962969,0767-52-0368,0767-52-0406,http://po5.nsk.ne.jp/‾shouyutorii/index.html,9:00〜18:30,木曜日,全商品５％引き
co100946,ofid0008,鶴来信用金庫　八日市支店,921-8064,石川県金沢市八日市2-163,,36.5444848,136.6067848,076-244-7781,076-244-0037,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0004,鶴来信用金庫　円光寺支店,921-8173,石川県金沢市円光寺2-10-14,,36.5325398,136.6469065,076-242-5211,076-241-0056,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0013,鶴来信用金庫　寺井支店,923-1121,石川県能美市寺井町タ198-3,,36.4373809,136.4935362,0761-57-0670,0761-57-4198,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0016,鶴来信用金庫　小松支店,923-0025,石川県小松市天神町49番12,,36.4162029,136.4494538,0761-22-8822,0761-22-8824,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0017,鶴来信用金庫　川北支店,923-1200,石川県能美郡川北町字田子島エ121番地,,36.4762801,136.5151198,076-277-2500,076-277-0073,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0007,鶴来信用金庫　明光支店,920-2152,石川県白山市明光3-2,,36.476549,136.6097297,076-273-3333,076-273-1320,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0001,鶴来信用金庫　本店営業部,920-2121,石川県白山市鶴来本町1丁目ワ107-2,,36.447462,136.6269813,076-272-1212,076-272-0057,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0010,鶴来信用金庫　松任支店,924-0802,石川県白山市専福寺町154-1,,36.5247261,136.5916561,076-276-1100,076-275-8022,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0012,鶴来信用金庫　根上支店,929-0113,石川県能美市大成町チ269,,36.4507591,136.4611852,0761-55-1317,0761-55-4899,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0003,鶴来信用金庫　白峰支店,920-2501,石川県白山市白峰ロ77-1,,36.1746164,136.6256273,076-259-2111,076-259-2671,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
co100946,ofid0011,鶴来信用金庫　笠間支店,924-0047,石川県白山市西美沢野町6-1,,36.503541,136.5311309,076-274-1100,076-274-4116,http://www.shinkin.co.jp/tsurugi/,9:00〜15:00,土曜、日曜、祝日及び年末年始,金利選択型住宅ローン、カーライフプラン、教育プランについて、新規融資取扱いの際、0.3％金利優遇
